firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Unitech Industries,19941116,UTII,909248106,81115,5425000,0,1985,0
UNITED HEALTHCARE,19841017,UNIH,910581107,92655,6629000,0,1977,0
UNITED MEDICAL,19810625,UMII,91084410,63810,2004000,0,1972,0
United Parcel Service Inc,19991109,UPS,911312106,87447,1203232427,1,1907,0
United Rentals Inc,19971218,URI,911363109,85663,22181836,0,1952,1
United Road Services Inc,19980501,URSI,911384105,86093,11798477,0,1997,1
United States Cellular,19880504,USM,911684108,75320,27737700,0,1983,0
United Therapeutics Corp,19990617,UTHR,91292310,87006,15226967,0,1996,0
Unitog,19890518,UTOG,913267100,79410,5029412,0,1932,0
Univar Inc,20150618,UNVR,91336L107,15482,137934515,0,1924,0
Universal Display,19960411,PANL,91347P105,77610,8934708,0,1985,0
Universal Electronics,19930212,UEIC,913483103,78915,5247104,0,1986,0
Universal Forest Products,19931110,UFPI,913543104,79878,16742307,0,1955,0
UNIVERSAL FURNITURE,19831005,UFURF,91356210,78513,8000000,0,1973,0
Universal Heights,19921216,UHTS,91359C109,78211,2645278,0,1990,0
Universal International,19901012,UNIV,913900106,76472,3317000,0,1956,0
Universal Technical Institute,20031217,UTI,913915104,89973,27664840,0,1968,0
UNUM,19861106,UNM,903192102,71175,43500000,0,1900,0
UP-RIGHT,19800521,UPRI,91529410,79696,2756000,0,1947,0
Upland Software Inc,20141106,UPLD,91544A109,15087,14335673,0,1997,1
Urban Outfitters,19931109,URBN,917047102,79881,8331668,0,1970,0
UroCor,19960516,UCOR,91727P105,83574,9563277,0,1985,0
Urologix,19960530,ULGX,917273104,83575,8723748,0,1991,0
UroMed,19940309,URMD,917274102,80372,20516367,0,1990,0
USEC,19980722,USU,9.03E+112,86233,100000000,0,1952,0
Utek Corp,20001025,UTOB,91759P106,88746,3782226,0,1999,0
UTI Energy,19931207,UTI,903387108,80104,3244000,0,1987,0
UTILITY VERIFICATION,19770824,,,.,4583000,0,1977,.
UTStarcom Inc,20000302,UTSI,918076100,87825,93161000,0,1991,0
UUNet Technologies,19950525,UUNT,918096108,81648,27594486,0,1987,0
V-One,19961024,VONE,918278102,84144,12541806,0,1993,0
Vail Resorts Inc,19970203,MTN,91879Q109,84588,33299000,0,1980,0
Valassis Communications,19920311,VCI,918866104,77461,43300000,0,1970,0
ValCom,19870903,VLCM,918883109,11662,4250000,0,1985,0
Valence Technology,19920507,VLNC,918914102,77582,11969993,0,1989,0
Valera Pharmaceuticals Inc,20060201,VLRX,91914F100,91104,14696482,0,1972,0
ValiCert Inc,20000727,VLCT,91915Q105,88477,21850000,0,1996,0
VALID LOGIC SYSTEMS,19831004,VLID,91915610,80005,12636000,0,1981,0
VALLEN,19791009,VALN,91926010,80013,1497640,0,1947,.
Valley Forge Scientific,19891108,VLFG,919656108,76020,6700000,0,1980,0
Valley Systems,19910611,VALS,920135100,76801,3120000,0,1973,0
Value-Added Communications,19920812,VACI,920383106,77846,8501304,0,1988,0
Valvoline Inc,20160923,VVV,92047W101,16338,200000000,0,1866,0
Vanda Pharmaceuticals Inc,20060412,VNDA,921659108,91186,21643577,0,2003,0
Vans,19910822,VANS,921930103,76797,8945930,0,1966,0
Vantiv Inc,20120321,VNTV,92210H105,13314,213398000,1,1970,0
VANZETTI SYSTEMS,19830603,VANZ,92209410,80267,1838000,0,1968,0
VAPOR,19760722,,92209810,80275,2296500,0,1904,.
VARCO,19750609,VRC,92212610,63044,2060064,0,1908,.
Vari-L,19940419,VARL,922150107,80484,2618010,0,1953,0
Variagenics Inc,20000721,VGNX,922196100,88476,22218000,0,1992,0
Variflex,19940617,VFLX,922242102,80669,6000000,0,1994,0
Varitronic Systems Inc,19880315,VRSY,922247101,11959,5411172,0,1983,0
Varonis Systems,20140228,VRNS,922280102,14472,23835455,0,2004,0
Vascular Biogenics Ltd,20141001,VBLT,M96885104,15020,19804923,0,2000,0
Vascular Solutions Inc,20000719,VASC,92231M109,88475,12555000,0,1996,0
Vastar Resources,19940627,VRI,922380100,80699,95000001,0,1993,0
Veeco Instruments,19941129,VECO,922417109,81116,4948717,0,1989,0
Veeva Systems,20131016,VEEV,922475108,14231,122252440,1,2007,0
Ventana Medical Systems,19960726,VMSI,92276H106,83807,10004880,0,1985,0
Ventritex,19920122,VNTX,922814108,77277,16555244,0,1985,0
Ventrus Biosciences Inc,20101216,VTUS,92282210,12497,6746365,0,2005,0
Vera Bradley Inc,20101020,VRA,92335C10,12363,40506670,0,1982,0
Veracyte,20131030,VCYT,92337F107,14263,20989890,0,2006,0
Verastem Inc,20120126,VSTM,92337C104,13202,20234116,0,2010,0
Veraz Networks Inc,20070404,VRAZ,923359103,91969,40105197,0,2001,0
VERBATIM,19790215,VRB,92335310,63394,2053278,0,1969,.
VeriChip Corp,20070209,CHIP,92342V105,91816,9155556,0,1980,0
Veridian Corp,20020604,VNX,92342R20,89442,30957838,0,1948,0
Verifone,19900313,VFIC,923429104,76142,21423959,0,1981,0
VeriFone Holdings Inc,20050429,PAY,92342Y109,90657,65054798,0,1981,0
Verigy Ltd,20060612,VRGY,Y93691106,91372,58500000,0,1939,0
Verilink,19960610,VRLK,923432108,83709,12567935,0,1982,0
Verint Systems Inc,20020516,VRNT,92343X10,89397,23409000,0,1994,0
VeriSign Inc,19980129,VRSN,9.23E+106,85753,23151244,0,1995,0
Verisity Ltd,20010322,VRST,M9738511,88952,18668000,0,1995,0
Veritas Software,19931208,VRTS,923436109,80055,4057383,0,1982,0
Verity,19951006,VRTY,92343C106,82535,9499881,0,1995,0
VERNA,19810203,VRNA,92430010,63052,3958000,0,1975,0
Versant Object Technology,19960718,VSNT,925284101,83808,8470000,0,1988,0
Versar,19861120,VSR,925297103,71191,3165180,0,1969,0
Versata Inc,20000303,VATA,925298101,87826,39805000,0,1991,0
Versatility,19961212,VERS,925311102,84347,7191893,0,1981,0
Versicor Inc,20000802,VERS,925314106,88578,22000000,0,1995,0
Verso Paper Corp,20080514,VRS,92531L108,92670,52046647,0,1898,0
Vertex Pharmaceuticals,19910724,VRTX,92532F100,76744,9624751,0,1989,0
Verticom,19860514,VERT,925325102,10255,2647470,0,1983,0
Vestar,19861105,VSTR,925454100,10820,5013220,0,1981,0
ViaCell Inc,20050120,VIAC,92554J105,90546,37197518,0,1994,0
Viador Inc,19991026,VIAD,92553R108,87352,15855957,0,1995,0
Viagene,19931216,VIGN,92552T105,80053,10617204,0,1987,0
VIALOG Corp,19990205,VLOG,92552X106,86740,8293672,0,1996,1
Viant Corp,19990617,VIAN,92553N107,87007,20468000,0,1990,0
ViaSat,19961203,VSAT,92552V100,84348,7532000,0,1986,0
VIASOFT,19950301,VIAS,92552U102,81519,7904923,0,1993,0
Viasystems Group,20000323,VG,92553H100,87668,132233472,0,1973,0
Vical,19930309,VICL,925602104,79022,10262569,0,1987,0
Vicinity Corp,20000208,VCNT,925653107,87640,35012000,0,1995,0
VICTOR TECHNOLOGIES,19830323,VICR,92603010,80689,16236000,0,1980,0
Victoria Creations,19860911,VITC,92624D104,10652,7500000,0,1978,0
VidaMed,19950621,VIDA,926530106,81760,8658268,0,1995,0
Video Display,19850115,VIDE,92655500,92874,2065400,0,1975,0
Video Lottery Technologies,19910724,VLTS,92656M105,76746,9967790,0,1985,0
Videolan Technologies,19950810,VLNT,926919101,82219,13468498,0,1994,0
Videonics,19941215,VDNX,92657Q105,81186,5251000,0,1986,0
VideoServer,19950524,VSVR,926918103,81650,12007549,0,1991,0
VideoTelecom,19920407,VTEL,92658N101,77505,8027356,0,1986,0
VIE DE FRANCE,19840223,VDEF,92660410,80785,10804000,0,1974,0
Viewlogic Systems,19911217,VIEW,926721101,77185,12000002,0,1985,0
Vignette Corp,19990218,VIGN,926734104,86739,26315000,0,1995,0
Vigoro,19910520,VGR,926754102,76640,18880211,0,1964,0
Viisage Technology,19961108,VISG,92675K106,84280,7680492,0,1993,0
Vimicro International,20051114,VIMC,92718N10,90981,-9,0,1905,0
VIMRx Pharmaceuticals,19900725,VMRX,92718610,76457,9599347,0,1986,0
Vina Technologies Inc,20000810,VINA,92719D100,88579,31500000,0,1996,0
Violin Memory Inc,20130927,VMEM,92763A101,14143,81824358,0,2005,0
Virage Inc,20000628,VRGE,92763Q106,88385,19332000,0,1994,0
Virage Logic Corp,20000731,VIRL,92763R104,88580,18800000,0,1995,0
Virata Corp,19991116,VRTA,927646109,87427,19472161,0,1907,0
VIRATEK,19810507,VIRA,92764810,80929,2870000,0,1980,0
Virgin America Inc,20141114,VA,92765X208,15088,43213844,0,2004,0
"Virgin Mobile USA, Inc",20071010,VM,92769R108,92376,53137097,1,2002,0
Virologic Inc,20000502,VLGC,92823R201,88271,19687397,0,1995,0
ViroPharma,19961119,VPHM,928241108,84281,8737864,0,1994,0
Virtual Radiologic Corp,20071114,VRAD,92826B104,92455,16399442,0,2001,0
Virtusa Corp,20070802,VRTU,92827P102,92229,22826867,0,1996,0
Virus Research Institute,19960605,VRII,927920108,83707,8778626,0,1991,0
Visa Inc,20080319,V,92826C839,92611,805822979,1,1970,0
Visible Genetics,19960618,VGIN,92829510,83706,6936737,0,1993,0
Visicu Inc,20060404,EICU,92831L204,91175,32012103,0,1998,0
Visio,19951109,VSIO,927914101,82623,12875216,0,1989,0
Vision Sciences,19861223,LENZ,927905208,10988,3940000,0,1985,0
Vision Ten,19911107,VTEN,92831F306,77250,3560000,0,1989,0
Vision-Sciences,19921215,VSCI,927912105,78217,9687750,0,1987,0
Visioneer,19951211,VSNR,92830V104,82759,18130941,0,1992,0
Vista Chemical,19861211,VC,928347103,71204,15006710,0,1984,0
Vista Medical Technologies Inc,19970702,VMTI,928369107,85225,4616849,0,1993,0
VistaPrint Limited,20050929,VPRT,G93762204,90913,39699235,0,1995,0
Visual Data Corp,19970730,VDAT,928428200,85223,2889849,0,1993,0
Visual Graphics,19870224,VGC,928438209,72928,2550448,0,1960,0
Visual Networks,19980205,VNWK,928444108,85854,17061000,0,1994,0
VISUAL TECHNOLOGY,19811117,VSAL,92845510,81091,3495000,0,1978,0
VISX,19890511,VISX,92844W106,75757,2631996,0,1986,0
Vitacost.com Inc,20090923,VITC,92847A200,93047,27488352,0,1994,0
Vitae Pharmaceuticals Inc,20140924,VTAE,92847N103,14938,17371387,0,2001,0
Vital Signs,19900829,VITL,928469105,76265,10133904,0,1972,0
Vital Therapies Inc,20140417,VTL,92847R104,14615,21115661,0,2003,0
VitalCom,19960214,VCOM,927917104,83181,7575758,0,1971,0
Vitalink Communications,19880304,VITA,928470103,11960,9780147,0,1980,0
Vitesse Semiconductor Corp,19911211,VTSS,928497106,77173,13439000,0,1987,0
Vitria Technology Inc,19990916,VITR,92849Q104,87265,30265722,0,1994,0
Vivid Technologies,19961211,VVID,928538107,84349,8880000,0,1989,0
Vivint Solar Inc,20141001,VSLR,92854Q106,14982,105303122,0,2011,0
Vivus,19940406,VVUS,928551100,80485,11373853,0,1991,0
Vixel Corp,19991001,VIXL,928552108,87353,22229000,0,1991,0
VLI CORPORATION,19831013,VLIS,91790110,79805,11290000,0,1981,0
VLSI TECHNOLOGY,19830224,VLSI,91827010,79848,15473000,0,1979,0
VMware Inc,20070813,VMW,928563402,92257,375120000,1,1998,0
"VMX, INC.",19831202,VMXI,91827610,79856,12647000,0,1980,0
VNUS Medical Technologies Inc,20041020,VNUS,928566108,90428,14333792,0,1995,0
VocalTec,19960206,VOCL,M97601104,83183,7305669,0,1989,0
Vocera Communications Inc,20120327,VCRA,92857F107,13316,21740372,0,2000,0
Vocus,20051206,VOCS,92858J10,91033,-9,0,1988,0
VODAVI TECHNOLOGY,19831129,VTEK,92890310,81219,6842000,0,1983,0
Vodavi Technology,19951006,VTEK,92857V102,82536,4187488,0,1983,0
Volcano Corp,20060614,VOLC,928645100,91371,31907477,0,2000,0
Volcom Inc,20050629,VLCM,92864N101,90747,23358205,0,1991,0
Voltaire Ltd,20070725,VOLT,M97613109,92211,20480554,0,1997,0
Volterra Semiconductor Corp,20040728,VLTR,928708106,90299,23186072,0,1996,0
VORTEC CORP,19820204,VRTX,92904710,81227,1110000,0,1964,0
voxeljet AG,20131018,VJET,92912L107,14232,15600000,1,1999,0
Voxware,19961030,VOXW,92906L105,84146,11647972,0,1993,0
Voyager Therapeutics Inc,20151111,VYGR,92915B106,15856,26034710,0,2013,0
Vringo Inc,20100621,VRNG,92911N20,12017,5092278,1,2006,0
vTv Therapeutics Inc,20150730,VTVT,918385105,15542,32812500,1,2002,0
VWR Corp,20141002,VWR,91843L103,15023,127532000,0,2007,0
Vysis Inc,19980204,VYSI,928961101,85855,9501000,0,1991,0
Vyyo Inc,20000404,VYYO,918458100,88204,33697286,0,1996,0
Wabash National,19911108,WNC,929566107,77117,10687150,0,1985,0
WageWorks Inc,20120509,WAGE,930427109,13400,25733567,0,2000,0
Wahlco Environmental Systems,19900425,WAL,930569108,76150,17360000,0,1972,0
WALBAR,19790807,WBR,93114610,61225,2600000,0,1951,.
Walker Power,19920122,WPIC,931775100,77278,3472500,0,1970,0
Wall Data,19930315,WALL,932045107,79024,8220564,0,1981,0
Wandel & Goltermann,19940407,WGTI,933692105,80487,5000000,0,1966,0
Warner Music Group Corp,20050510,WMG,934550104,90699,148450313,0,1958,0
WASHINGTON MUTUAL,19830311,WAMU,93933410,81593,6099000,0,1901,0
Waste Connections Inc,19980522,WCNX,941053100,86097,7932724,0,1997,1
Waste Recovery,19860717,WRII,940902109,10482,3790235,0,1982,0
Waste Technology,19851112,WTEK,94090100,93025,6381815,0,1975,0
Watchguard Technologies Inc,19990730,WGRD,941105108,87097,18447784,0,1996,0
Waterlink Inc,19970624,WLK,94155N105,85078,7642554,0,1994,1
Waters,19951116,WAT,941848103,82651,28795685,0,1991,0
Watson Pharmaceuticals,19930217,WATS,942683103,78916,15211338,0,1983,0
Watts Industries,19860821,WATTA,942749102,10606,12573820,1,1900,0
WaVe Life Sciences Ltd,20151111,WVE,Y9530810,15857,20933297,0,2012,0
Wave Systems,19940831,WAVX,943526103,80858,13357276,1,1988,0
Wave Technologies,19940810,WAVT,94352Q109,80855,3595154,0,1988,0
Wavefront Technologies,19940602,WAVE,94353L109,80671,7093959,0,1985,0
WavePhore,19941021,WAVO,943567107,81018,2406682,0,1983,0
Wavetech,19870211,WAVE,944018100,11100,4000000,0,1986,0
Wayfair Inc,20141002,W,94419L101,14983,82757659,1,2002,0
WCI Steel,19940713,WRN,92923J109,80729,35824000,0,1988,0
Webco Industries,19940208,WBCO,947621108,80290,5964000,0,1980,0
Webex Communications Inc,20000727,WEBX,94767L109,88478,36100000,0,1995,0
WebMD Health Corp,20050928,WBMD,94770V102,90914,56035000,1,1999,0
webMethods Inc,20000210,WEBM,94768C108,87644,35320114,0,1996,0
Websense Inc,20000327,WBSN,947684106,87827,19509000,0,1994,0
WebSideStory Inc,20040927,WSSI,947685103,90370,15555482,0,1996,0
WebVan Group Inc,19991104,WBVN,94845V103,87428,321845386,0,1997,0
Weeks,19940817,WKS,94856P10,80790,9368301,0,1965,0
Weider Nutrition International,19970430,WNI,948603105,84785,22845036,1,1940,0
Weight Watchers International,20011114,WTW,94862610,89244,105407142,0,1974,0
Weirton Steel,19890614,WS,948774104,75597,19949118,0,1984,0
Weitek,19880920,WWTK,949044101,12284,7264420,0,1980,0
Welbilt,19931117,WBLT,949087100,79883,9180418,0,1907,0
Wellfleet Communications,19910730,WFLT,949497101,76754,14014043,0,1986,0
Wellington Leisure Products,19881208,WLPI,949568109,12285,4458000,0,1909,0
Wellman,19870603,WLMN,949702104,11384,14946774,0,1927,0
Wescast Industries,19941025,WCST,950813105,81020,10741486,0,1946,0
West Corp,20130322,WSTC,952355204,13830,83422374,0,1986,0
West Teleservices,19961126,WTSC,956188106,84283,62475000,0,1986,0
Westcorp,19860502,WCRP,957907108,10211,15620332,0,1953,0
Westell Technologies Inc,19951130,WSTL,957541105,82762,17221739,1,1980,0
Westerbeke,19860827,WTBK,957547102,10622,2033750,0,1934,0
Western Alliance,20050629,WAL,957638109,90776,22122211,0,1905,0
Western Auto Supply,19870121,WASC,957678105,11030,13554712,0,1909,0
Western Multiplex Corp,20000731,WMUX,95874P107,88585,51700000,1,1979,0
Westinghouse Air Brake,19950615,WAB,960386100,81677,37529333,0,1989,0
Westlake Chemical Corp,20040810,WLK,960413102,90312,63269983,0,1986,0
Wheelabrator Technologies,19870917,WHTI,962899100,11684,34500000,0,1975,0
White Cap Industries Inc,19971022,WHCP,963505102,85514,10290760,0,1976,0
Wildey,19890504,WILD,968114108,75752,1927750,0,1983,0
Williams Controls,19891027,WMCO,969465103,76013,0,0,1988,0
WILLIAMS ELECTRONICS,19810226,WIEL,96990110,64135,5000000,0,1974,0
WILLIAMS-SONOMA,19830707,WSGC,96990410,83011,2561000,0,1956,0
Wilshire Technologies,19921124,WITE,972000103,78105,2633415,0,1982,0
Wilson Greatbatch Technologies,20000929,GB,972232102,88615,18150000,0,1970,0
WILTON ENTERPRISES,19840127,WLTN,97250810,83089,3700000,0,1980,0
Wind River Systems,19930415,WIND,973149107,79121,8277225,0,1981,0
Wink Communications Inc,19990818,WINK,974168106,87193,29025646,0,1983,0
Winston Furniture,19870818,WF,975628108,75195,1866666,0,1969,0
Winston Furniture,19930225,WFCI,975629106,78919,3322240,0,1975,0
Wireless Facilities Inc,19991104,WFII,97653A103,87430,39028169,0,1995,0
Wisconsin Pharmacal,19900719,WPCI,976817106,76461,2838800,0,1900,0
Witness Systems Inc,20000209,WITS,977424100,87646,18079000,0,1988,0
Wix.com Ltd,20131106,WIX,M98068105,14326,36419531,0,2006,0
WJ Communications Inc,20000818,WJCI,929284107,88583,27965000,0,1957,0
Wolverine Tube,19930813,WLV,978093102,79634,13017100,0,1916,0
Women First Healthcare Inc,19990628,WFHC,978150100,87008,12185993,0,1996,0
Wonderware,19930722,WNDR,978179109,79429,9851406,0,1987,0
Woodroast Systems,19940607,WRSI,97989910,80674,0,0,1987,0
Workday Inc,20121011,WDAY,98138H101,13628,163702531,1,2005,0
Workgroup Technology,19960321,WKGP,980903108,83322,6288756,0,1992,0
World Color Press,19960125,WRC,981443104,82803,33549983,0,1903,1
World Heart,19961212,WHRTF,980905103,84352,10150000,0,1996,0
WorldGate Communications Inc,19990415,WGAT,98156L307,86850,20659000,0,1995,0
Worlds of Wonder,19860620,WOWI,981902109,10403,22017435,0,1985,0
WorldSpace Corp,20050803,WRSP,981579105,90877,38183590,1,1990,0
Worthington Foods,19920415,WFDS,981809106,77523,5023106,0,1939,0
WPT Enterprises Inc,20040809,WPTE,98211W108,90327,18880000,0,2002,0
WRIGHT LABORATORIES,19830721,WLBS,98234610,83636,1333000,0,1978,0
Wynn Resorts Ltd,20021025,WYNN,98313410,89533,74615000,0,2000,0
WYSE TECHNOLOGY,19841004,WYSE,98360410,93201,8323000,0,1981,0
X-Rite,19860410,XRIT,983857103,10163,2463200,0,1958,0
Xactly Corp,20150626,XTLY,98386L101,15485,27708158,0,2005,0
XBiotech Inc,20150415,XBIT,98400H102,15305,31716631,0,2005,0
XcelleNet,19940414,XNET,98388R106,80488,6714553,0,1986,0
Xcyte Therapies Inc,20040316,XCYT,98389F309,90098,14772206,0,1996,0
XEBEC,19830301,XEBC,98388910,83759,4972000,0,1974,0
Xechem International,19940426,ZKEM,983895103,80489,1000000,0,1990,0
Xencor Inc,20131202,XNCR,98401F105,14359,31332076,0,1997,0
Xenogen Corp,20040716,XGEN,98410R108,90642,14677278,0,1995,0
Xenon Pharmaceuticals Inc,20141105,XENE,98420N105,15089,48152979,0,1996,0
XenoPort Inc,20050602,XNPT,98411C100,90748,19227161,0,1999,0
Xerographic Laser Images,19930112,XLIC,984118109,78843,3767174,0,1974,0
Xeta,19870617,XETA,983909102,11426,1964620,0,1981,0
XeTel,19960214,XTEL,98394210,83185,8428150,0,1984,0
XICOR,19801028,XICO,98490310,83863,5826000,0,1978,0
XIDEX,19781026,XIDX,98490010,83855,1778342,0,1969,.
Xilinx,19900612,XLNX,983919101,76201,18302368,0,1984,0
Xionics Document Technologies,19960926,XION,98412X103,83971,10270455,0,1992,0
Xiox,19860207,XIOX,983905100,10039,1014402,0,1982,0
Xircom,19920330,XIRC,983922105,77451,13885005,0,1988,0
XM Satellite Radio Inc,19991004,XMSR,983759101,87357,53827000,1,1992,0
XOMA,19860606,XOMA,983907106,10333,8416801,0,1981,0
Xomed Surgical Products,19961011,XOMD,98412V107,84151,6864360,1,1969,0
Xoom Corp,20130214,XOOM,98419Q101,13800,31838916,0,2001,0
Xpedite Systems,19940214,XPED,983929100,80292,5961060,0,1988,0
Xscribe,19870811,XSCR,983911108,11590,5106075,0,1978,0
XTAL CORP.,19840518,XTAL,98413110,83812,1497000,0,1983,0
Xtent Inc,20070131,XTNT,984141101,91835,22796308,0,2002,0
Xtera Communications Inc,20151113,XCOM,9.84E+304,15858,17110138,0,1998,0
Xunlei Ltd,20140624,XNET,9.84E+112,14710,63862139,1,2003,0
XXsys Technologies,19920731,XSYS,983858101,77831,1900000,0,1985,0
XYLAN,19960311,XYLN,984151100,83324,31519700,0,1993,0
Xyplex,19910425,XPLX,984157107,76628,5333300,0,1981,0
Xyratex Ltd,20040623,XRXT,G98268108,90242,28163242,0,1966,0
Xytronyx,19851004,XYYX,98417500,93236,1518625,0,1983,0
Xyvision,19860702,XYVI,984180109,10441,5476852,0,1981,0
Yahoo!,19960412,YHOO,984332106,83435,25691700,0,1994,0
Yelp Inc,20120301,YELP,985817105,13318,59873181,1,2004,0
Yieldup International,19951121,YILD,985837202,82628,3210301,0,1993,0
Yodlee Inc,20141003,YDLE,98600P201,15024,28320050,0,1999,0
York International Corporation,19911001,YRK,98667010,77081,27493825,0,1900,0
Young Innovations Inc,19971104,YDNT,987520103,85590,6208300,0,1995,0
Yukon Energy,19850214,YUKN,98847800,93252,4280423,0,1963,0
YuMe Inc,20130806,YUME,98872B104,14087,31802355,0,2004,0
Yurie Systems Inc,19970205,YURI,98871Q102,84570,24208400,0,1992,0
YY Inc,20121120,YY,98426T106,13701,54361661,1,2005,0
Z-Tel Technologies Inc,19991215,ZTEL,988792107,87518,27814000,0,1998,0
Zafgen Inc,20140619,ZFGN,9.89E+107,14711,21807012,0,2005,0
ZAG Industries,19961101,ZAGIF,M9888A101,84285,6722689,0,1987,0
Zebra Technologies,19910815,ZBRA,989207105,76795,11978184,1,1969,0
Zeigler Coal Holding,19940928,ZEI,989286109,80868,28355616,0,1985,0
ZELTIQ Aesthetics Inc,20111018,ZLTQ,98933Q108,13049,33808082,0,2005,0
Zendesk Inc,20140515,ZEN,98936J101,14641,71851807,0,2007,0
